,Title,Overall_Rating,Best_Rating,Worst_Rating,No_of_Ratings,Category,Subcategory,Topic,Instructor,Language,SkillsFuture,No_of_Practice_Test,No_of_Articles,No_of_Coding_Exercises,Video_Duration_Hr,No_of_Additional_Resources,Bestseller,Price,Discounted_Price
13619,Teen to Titan,5.0,5,0.5,2,Finance & Accounting,Finance,Personal Finance,Justin Cullinane,English,False,0,7,0,2.5,7,No,59.98,59.98
13620,Travel Videography: Start Making Amazing Videos,4.3,5,0.5,14,Photography & Video,Other Photography & Video,Videography,Mario Guimarey,English,False,0,0,0,1.0,1,No,34.98,18.0
13621,Coaching Course:Building Effective Sales Funnels & Pipelines,5.0,5,0.5,1,Business,Business Strategy,Sales Skills,DioPACT .,English,False,0,0,0,0.55,0,No,148.98,148.98
13622,Learn Adobe Illustrator and Premiere Pro in 1 hour,5.0,5,0.5,1,Design,Graphic Design & Illustration,Adobe Illustrator,Nicolas Camara,English,False,0,0,0,1.0,0,No,40.98,18.0
13623,Alternative Ways of Buying and Selling Your Home.,0.0,0,0.0,0,Lifestyle,Home Improvement,House Buying,Olu Taiwo,English,False,0,0,0,0.6666666666666666,7,No,128.98,18.0
13624,Watercolor Painting Techniques and Follow Along Projects,0.0,0,0.0,0,Lifestyle,Arts & Crafts,Watercolor Painting,Ritu Verma,English,False,0,1,0,5.0,3,No,29.98,18.0
13625,Inventory Control and Inventory Management Complete Course,4.4,5,0.5,50,Business,Operations,Inventory Control,Edcorner Learning,English,False,0,0,0,30.0,0,No,128.98,18.0
13626,How To Make A Wordpress Website -Elementor Page Builder,4.1,5,0.5,374,Development,No-Code Development,WordPress,Darrel Wilson,English,False,0,6,0,3.5,0,No,29.98,18.0
13627,IELTS reading practice tests  Questions and Answers,0.0,0,0.0,0,Teaching & Academics,Test Prep,IELTS,SMARTER ACADEMY,English,False,6,0,0,0.0,0,No,128.98,18.0
13628,Paul and His Letter to the Philippians,4.9,5,0.5,453,Teaching & Academics,Humanities,Christianity,N.T. Wright,English,False,0,1,0,5.0,0,No,88.98,88.98
13629,SOLIDWORKS: Become a Certified Associate Today (CSWA),4.5,5,0.5,5223,Design,3D & Animation,SOLIDWORKS,Tayseer Almattar,English,False,1,23,0,4.5,43,Yes,128.98,18.0
13630,OpenShot Video Editing for beginners,4.0,5,0.5,3,Photography & Video,Other Photography & Video,Video Editing,Nidhi Mishra,English,False,0,2,0,1.0,0,No,29.98,18.0
13631,The Complete Google Sheets Course: Beginner to Advanced!,4.6,5,0.5,4344,Business,Business Analytics & Intelligence,Google Sheets,Evan Ramsey,English,False,0,2,0,8.0,0,Yes,128.98,18.0
13632,Yoga from Scratch - A beginners guide to Yoga,0.0,0,0.0,0,Health & Fitness,Yoga,Unknown,Lizandra Deister,English,False,0,3,0,3.0,0,No,44.98,18.0
13633,Travel Hacking and Credit Card Reward Basics!,4.1,5,0.5,255,Lifestyle,Travel,Travel Hacking,"BrainyMoney and Son Han, CFA, CPA",English,False,0,1,0,1.0,0,No,29.98,18.0
13634,Azure Key Vault: The Complete Introduction,5.0,5,0.5,3,Development,Software Engineering,Microsoft Azure,Cloud Shikshak,English,False,0,10,0,2.5,1,No,29.98,18.0
13635,3 art lessons for beginners inspired by Bridget Riley's art.,5.0,5,0.5,1,Teaching & Academics,Online Education,Art for Kids,Julie Walker,English,False,0,0,0,1.0,7,No,29.98,18.0
13636,The Complete Web Developer in 2021: Zero to Mastery,4.7,5,0.5,48353,Development,Web Development,Unknown,Andrei Neagoie,English,True,0,144,1,35.5,46,No,128.98,18.0
13637,Digital Portrait Drawing for Beginners and Advanced Students,4.8,5,0.5,64,Design,Other Design,Portraiture,Sandra Süsser,English,False,0,10,0,4.5,53,No,128.98,18.0
13638,Web Mapping & Data VIZ by Google and Microsoft Mapping Tools,4.2,5,0.5,2,Office Productivity,Google,Web Mapping,Damtew Engida,English,False,0,0,0,1.0,3,No,49.98,18.0
13639,How To List Short Sales,4.9,5,0.5,10,Business,Real Estate,Real Estate Marketing,Steve Daria,English,False,0,0,0,2.0,9,No,88.98,18.0
13640,Create a Morning Routine for Your Dream Life,0.0,0,0.0,0,Personal Development,Happiness,Morning Routine,Dana Garth,English,False,0,0,0,0.5166666666666667,1,No,29.98,18.0
13641,"Advanced AC Drive- VFD, Servo & Stepper - Powerflex & Delta",4.4,5,0.5,860,IT & Software,Hardware,VFD,Rajvir Singh,English,True,0,6,0,8.5,2,Yes,59.98,18.0
13642,Professional Hypnotherapy for Grief Diploma Course,0.0,0,0.0,0,Health & Fitness,Other Health & Fitness,Grief Healing,Dr Karen E Wells,English,False,0,3,0,1.0,0,No,104.98,18.0
13643,Working from Home Effectively,4.5,5,0.5,2988,Business,Communication,Home Business,Chris Croft,English,False,0,0,0,2.5,6,No,98.98,18.0
13644,Crafting The Best Portfolio For Architecture Students,5.0,5,0.5,1,Design,Architectural Design,Professional Portfolio,Ammar Habib,English,False,0,0,0,0.7166666666666667,9,No,29.98,18.0
13645,Canva 2020 for Entrepreneurs | Master Your Business Branding,4.9,5,0.5,77,Marketing,Branding,Canva,Ornella Hardie,English,False,0,0,0,5.5,9,Yes,29.98,18.0
13646,Unity Game Development Build 2D & 3D Games,4.0,5,0.5,5217,Development,Game Development,Game Development Fundamentals,Mark Wahlbeck,English,True,0,7,0,35.0,17,No,138.98,18.0
13647,Getting Started with Video Captioning,4.7,5,0.5,182,Business,Media,Video Creation,David Mbugua,English,False,0,0,0,2.5,0,No,29.98,20.0
13648,Professional Photo Retouching EN,4.8,5,0.5,2,Photography & Video,Portrait Photography,Portraiture,Reinhard Wedemeyer,English,False,0,0,0,4.0,13,No,29.98,18.0
13649,PLC Fundamentals (Level I),4.6,5,0.5,17031,IT & Software,Hardware,PLC,Paul Lynn,English,True,0,9,0,10.0,3,Yes,29.98,29.98
13650,Spring Boot Microservices with Spring Cloud Beginner to Guru,4.4,5,0.5,2890,Development,Software Engineering,Spring Boot,John Thompson,English,False,0,6,0,38.5,104,No,128.98,18.0
13651,How to play Heavy Metal Guitar,0.0,0,0.0,0,Music,Music Fundamentals,Rock Guitar,Reggae Mon,English,False,0,0,0,1.5,16,No,29.98,18.0
13652,How To Make A Living Making Films: Business Of Filmmaking,4.1,5,0.5,565,Photography & Video,Video Design,Filmmaking,Matti Haapoja,English,False,0,0,0,1.0,0,No,104.98,18.0
13653,The Complete User Interface Design Bootcamp - Sketch UI/UX,4.2,5,0.5,360,Design,User Experience Design,Unknown,Arash Ahadzadeh,English,False,0,14,0,9.5,18,No,168.98,23.0
13654,Song Science #2: The Complete Songwriting Chord Guide,4.7,5,0.5,869,Music,Music Fundamentals,Songwriting,Musicians Inspired,English,False,0,1,0,2.5,1,No,108.98,18.0
13655,OSHA § 1910.1030 Bloodborne pathogens,4.6,5,0.5,130,Health & Fitness,Safety & First Aid,OSHA,Arthur Jackson,English,False,0,0,0,0.7333333333333333,1,No,29.98,18.0
13656,Essential guide to survival in the wilderness with nothing,4.7,5,0.5,188,Health & Fitness,Safety & First Aid,Survival Skills,Thomas Schorr-kon,English,False,0,0,0,3.5,0,Yes,108.98,20.0
13657,Logo Design Presentation: How to Present Ideas to Clients,4.6,5,0.5,46,Marketing,Branding,Business Branding,Ilya Lobanov,English,False,0,0,0,1.0,0,No,128.98,18.0
13658,"Oracle E-Business Suite Practice Tests - OM, INV, PO",3.9,5,0.5,8,Office Productivity,Oracle,Oracle Certification,"Guha Rajan M., B.Engg, MBA, PMP",English,False,5,0,0,0.0,0,No,29.98,18.0
13659,Improve your Russian with Summer Movies,5.0,5,0.5,1,Teaching & Academics,Language Learning,Russian Language,Svitlana Shkundina,English,False,0,0,0,2.5,12,No,34.98,18.0
13660,Graphic Design Masterclass: Learn Graphic Design in Projects,4.3,5,0.5,2170,Design,Graphic Design & Illustration,Graphic Design,"Chad Neuman, Ph.D.",English,False,0,4,0,4.0,3,No,138.98,18.0
13661,Facebook Ads 2021: Proven Profitable Advertising Strategy,5.0,5,0.5,3,Marketing,Advertising,Facebook Ads,Being Commerce,English,False,0,1,0,3.0,1,No,29.98,18.0
13662,5 different ways to shoot and light a bottle (or product),0.0,0,0.0,0,Photography & Video,Commercial Photography,Photography Composition,Ramon van Bedaf,English,False,0,0,0,1.0,0,No,59.98,18.0
13663,Professional Fully Accredited Meditation Teacher Diploma,4.6,5,0.5,9,Health & Fitness,Mental Health,Meditation,Dr Karen E Wells,English,False,0,3,0,3.5,0,No,104.98,18.0
13664,Complete Guitar Lessons System - Beginner to Advanced,4.6,5,0.5,30995,Music,Instruments,Guitar,Erich Andreas,English,False,0,0,0,40.0,193,Yes,158.98,23.0
13665,How to Soft Launch Your Mobile App for Optimal Success,4.0,5,0.5,28,Marketing,Product Marketing,App Marketing,Steve Young,English,False,0,0,0,1.5,0,No,59.98,18.0
13666,Music Production - Designing Audio Logos,4.6,5,0.5,34,Music,Music Software,Music Production,Gary Hiebner,English,False,0,9,0,1.5,1,No,108.98,18.0
13667,Introduction to Hiring and Recruiting Strategy,4.2,5,0.5,776,Business,Human Resources,Hiring,Amy Ahearn,English,False,0,1,0,1.0,0,No,34.98,18.0
13668,Mastering Sourdough Starters & Leavens,4.7,5,0.5,250,Lifestyle,Food & Beverage,Sourdough Bread Baking,Dragan Matijevic,English,False,0,16,0,2.0,12,No,40.98,18.0
13669,The Day the Revolution Began,4.9,5,0.5,742,Teaching & Academics,Humanities,Christianity,N.T. Wright,English,False,0,5,0,3.0,0,No,59.98,59.98
13670,MetaHuman - Game Character Tutorial,0.0,0,0.0,0,Design,Game Design,Unreal Engine,David Bittorf,English,False,0,0,0,1.0,0,No,29.98,18.0
13671,GraphQL with Java Spring boot and GraphQL Testing,4.7,5,0.5,7,Development,Web Development,GraphQL,Vikas kumar,English,False,0,1,0,7.0,1,No,88.98,18.0
13672,Sales Skills:  Selling Ideas to Senior Leadership,5.0,5,0.5,2,Business,Sales,Sales Skills,Gordon Adelsberg,English,False,0,0,0,1.0,5,No,40.98,40.98
13673,How to be an Expert in the Oil & Gas Industry,4.4,5,0.5,1201,Business,Industry,Oil and Gas Industry,Energy Academix,English,False,0,0,0,1.0,0,No,29.98,18.0
13674,"Better Money, Career, & Relationships - Now!",0.0,0,0.0,0,Lifestyle,Other Lifestyle,Personal Transformation,Dr. Tureka Louis,English,False,0,0,0,1.0,4,No,88.98,18.0
13675,TikTok Marketing 2021: Grow Your Account & Master TikTok Ads,4.6,5,0.5,647,Marketing,Social Media Marketing,TikTok Marketing,Darius Mora,English,False,0,10,0,11.5,65,Yes,128.98,18.0
13676,Learn Personal Branding for Ministry,4.6,5,0.5,5,Personal Development,Personal Brand Building,Ministry,Mindfulness in Ministry Masterclass,English,False,0,8,0,4.5,8,No,88.98,18.0
13677,How To Draw Anything For Beginners,5.0,5,0.5,1,Design,Graphic Design & Illustration,Drawing,Tufan Ocak,English,False,0,0,0,2.0,8,No,29.98,18.0
13678,The Moeller Technique Course for Optimal Drumming,0.0,0,0.0,0,Music,Music Techniques,Drums,Elijah Baker,English,False,0,0,0,1.0,3,No,44.98,18.0
13679,React Native - The Practical Guide [2021 Edition],4.6,5,0.5,21892,Development,Mobile Development,React Native,Academind by Maximilian Schwarzmüller,English,True,0,47,0,32.5,301,Yes,128.98,18.0
13680,Fast jet fighters,5.0,5,0.5,1,Personal Development,Self Esteem & Confidence,Flight Computer,"Graham ""The Baron"" Hesketh",English,False,0,0,0,10.0,0,No,29.98,29.98
13681,Sports Management: Data and Analytics,4.3,5,0.5,4,Health & Fitness,Sports,Sports Management,The Sports Executive Path,English,False,0,0,0,3.5,3,No,49.98,18.0
13682,Project Management With MS Project - Scheduling Master Class,4.5,5,0.5,2452,Business,Project Management,Microsoft Project,Igor Ovchinnikov,English,True,0,1,0,6.5,1,Yes,128.98,18.0
13683,All-in-One Facebook Ads Course! From Beginner To Advanced!,4.2,5,0.5,83,Marketing,Advertising,Facebook Ads,Arpad Straca,English,False,0,0,0,4.0,0,No,59.98,18.0
13684,Video Production Tips & Secrets: Produce impressive videos,4.8,5,0.5,10,Marketing,Video & Mobile Marketing,Video Production,Geoff Anderson,English,False,0,2,0,1.5,4,No,198.98,198.98
13685,Watercolor Painting from the basics! 2 amazing projects,0.0,0,0.0,0,Design,Graphic Design & Illustration,Watercolor Painting,Adolfo Olivo,English,False,0,0,0,0.5666666666666667,0,No,59.98,18.0
13686,[2021] PSM™ 1 - SCRUM Master™ HQ Exams [370 Questions],0.0,0,0.0,0,Business,Project Management,Professional Scrum Master (PSM),ÑX Academy,English,False,6,0,0,0.0,0,No,34.98,18.0
13687,Social Media Marketing Master course (Sinhala Medium),4.8,5,0.5,42,Marketing,Social Media Marketing,Unknown,Priyankara Siriwardhana,English,False,0,0,0,12.0,5,No,29.98,18.0
13688,MS-203: Microsoft 365 Messaging - Practice Tests 2021,5.0,5,0.5,1,IT & Software,IT Certifications,Microsoft Certification,Learning Lab,English,False,3,0,0,0.0,0,No,78.98,18.0
13689,A Beginners Guide to Growing Ranunculus and Anemones,5.0,5,0.5,1,Lifestyle,Other Lifestyle,Gardening,Gina Schley,English,False,0,0,0,1.5,0,No,88.98,18.0
13690,Geriatric Massage Fundamentals,4.8,5,0.5,172,Health & Fitness,Other Health & Fitness,Massage,Irene Meiller,English,False,0,12,0,1.5,0,No,59.98,18.0
13691,Design Patterns in Python,4.6,5,0.5,2,Development,Software Engineering,Design Pattern,Gulshan Bajaj,English,False,0,0,0,5.5,81,No,29.98,18.0
13692,Perfume Manufacturing - Complete Guide,5.0,5,0.5,1,Business,Other Business,Perfume,MohanaSundaram Ramadoss,English,False,0,0,0,2.0,11,No,29.98,18.0
13693,Become a Successful Online Teacher - Teach Online Students,4.6,5,0.5,177,Teaching & Academics,Online Education,Online Course Creation,TJ Walker,English,False,0,2,0,5.5,6,No,128.98,18.0
13694,(Top 5%) Adobe Photoshop quiz - LinkedIn Assessment Answers,0.0,0,0.0,0,Design,Web Design,Photoshop,Link Pro,English,False,5,0,0,0.0,0,No,29.98,18.0
13695,Fulltime RV Travel,4.2,5,0.5,31,Lifestyle,Travel,Travel Tips,Macy Miller,English,False,0,0,0,6.0,6,No,49.98,18.0
13696,"Indian Head, Deep Scalp, Hand & Foot Massage: 3 Certificates",4.1,5,0.5,140,Health & Fitness,Other Health & Fitness,Massage,Ebodhi Team,English,False,0,12,0,2.5,10,No,49.98,18.0
13697,How to implement volume builder into your modeling workflow,0.0,0,0.0,0,Design,3D & Animation,3D Modeling,Chris O,English,False,0,0,0,1.0,0,No,29.98,18.0
13698,16 Blog Income Streams; passive blog monetization (Bloggers),0.0,0,0.0,0,Marketing,Content Marketing,Blogging,Ofoegbu Kennedy,English,False,0,0,0,1.0,0,No,34.98,18.0
13699,Elevated Outdoor Meals,0.0,0,0.0,0,Personal Development,Creativity,Cooking,Chef Corso,English,False,0,0,0,2.0,1,No,34.98,18.0
13700,Full NLP Practitioner Online Training,3.9,5,0.5,150,Personal Development,Other Personal Development,Neuro-Linguistic Programming,Aaryn Longmore,English,False,0,0,0,4.0,1,No,29.98,18.0
13701,"Increase Sales: More Handmade, Affiliate & Digital Products",4.1,5,0.5,62,Marketing,Product Marketing,Sales Skills,Alex Genadinik,English,True,0,2,0,6.5,23,No,108.98,22.0
13702,Art for Beginners: Drawing and Watercolor Painting Animals,4.7,5,0.5,1055,Lifestyle,Arts & Crafts,Watercolor Painting,Em Winn,English,False,0,1,0,3.5,10,No,34.98,23.0
13703,PR for Video Games: How to get press to cover your game,4.1,5,0.5,25,Marketing,Public Relations,Unknown,Game Garden Academy,English,False,0,0,0,1.5,1,No,78.98,78.98
13704,Automate Your Amazon Print On Demand Business Using PODTurbo,5.0,5,0.5,1,Business,E-Commerce,Print On Demand,Ryan Hogue,English,False,0,0,0,1.5,0,No,59.98,18.0
13705,Affiliate Marketing Bootcamp,0.0,0,0.0,0,Marketing,Affiliate Marketing,Unknown,Andy Isom,English,False,0,0,0,4.0,0,No,49.98,18.0
13706,Teoría musical simplificada Parte III - curso avanzado. Jazz,5.0,5,0.5,2,Music,Music Fundamentals,Music Theory,Eduardo Carrera,English,False,0,0,0,1.0,0,No,29.98,18.0
13707,How to use iPad Complete Course for Beginners,0.0,0,0.0,0,Office Productivity,Apple,Apple Products Basics,bibhu k,English,False,0,0,0,0.55,0,No,34.98,18.0
13708,How to File TDS Returns - A Complete Guide,3.4,5,0.5,41,Finance & Accounting,Taxes,Tax Preparation,"Raja Natarajan, B.Com., PGDBA, FCA",English,False,0,1,0,2.5,1,No,108.98,18.0
13709,SMART Goals Write goals you will achieve,4.8,5,0.5,1267,Personal Development,Personal Productivity,Goal Setting,Matthew Barnett,English,False,0,1,0,0.5333333333333333,0,No,29.98,18.0
13710,Cook 3 Couscous recipes easily!,5.0,5,0.5,2,Lifestyle,Food & Beverage,Cooking,Nina Algerina,English,False,0,0,0,0.5333333333333333,0,No,29.98,18.0
13711,Use the Ikigai Framework to Design and Live Your Best Life,4.7,5,0.5,28,Personal Development,Motivation,Personal Development,J. Hayashi,English,False,0,0,0,1.0,4,No,59.98,18.0
13712,Tibco : TIBCO ActiveMatrix BusinessWorks Certification Tests,0.0,0,0.0,0,Business,Business Strategy,TIBCO,Nawel wawa,English,False,4,0,0,0.0,0,No,78.98,18.0
13713,The Gold Mettle Plan,5.0,5,0.5,1,Personal Development,Motivation,Mindset,Rhadi Ferguson,English,False,0,0,0,2.5,1,No,29.98,18.0
13714,The Complete Self-Driving Car Course - Applied Deep Learning,4.5,5,0.5,3279,Development,Data Science,Deep Learning,Rayan Slim,English,True,0,33,0,18.0,7,Yes,128.98,18.0
13715,"How to 10x your passive income with blockchain, TODAY!",4.5,5,0.5,1,Finance & Accounting,Money Management Tools,Passive Income,Sam Abdullahi,English,False,0,0,0,4.5,0,No,118.98,18.0
13716,Jewelry Making: Wire Wrapping for Beginners,4.8,5,0.5,1212,Lifestyle,Arts & Crafts,Jewelry Making,Jessica Barst,English,False,0,11,0,2.5,6,Yes,49.98,18.0
13717,AutoCAD : 2D And 3D Modelling,4.6,5,0.5,8,Design,Architectural Design,AutoCAD,Nakul Satone,English,False,0,0,0,18.5,83,No,44.98,18.0
13718,Microsoft Azure in Digital Marketing,0.0,0,0.0,0,Marketing,Digital Marketing,Microsoft Azure,BangaruNaidu Raghumanda,English,False,2,0,0,0.0,0,No,29.98,18.0
13719,Getting to know Google Sheets,4.6,5,0.5,19,Office Productivity,Google,Google Sheets,Soniya Goyal,English,False,0,1,0,1.5,3,No,29.98,18.0
13720,Testing Spring Boot: Beginner to Guru,4.6,5,0.5,1734,Development,Software Testing,JUnit,John Thompson,English,False,0,3,0,16.5,49,Yes,128.98,18.0
13721,Airbnb do-it-yourself Fresh Eyes Inspection,5.0,5,0.5,1,Lifestyle,Travel,Airbnb Hosting,Carrie Hampton,English,False,0,0,0,1.5,11,No,88.98,88.98
13722,The Basic Real Estate Investing Course for our Military,0.0,0,0.0,0,Business,Real Estate,Unknown,Ray Ferguson,English,False,0,0,0,1.5,8,No,49.98,18.0
13723,Relationship Coaching: Transform Problems into Growth & Love,4.7,5,0.5,558,Personal Development,Parenting & Relationships,Love,Joeel & Natalie Rivera,English,False,0,2,0,3.5,16,Yes,158.98,23.0
13724,Creating Magical Structures,4.9,5,0.5,23,Lifestyle,Esoteric Practices,Law of Attraction,Demian Haye Magic Vibrations Healing,English,False,0,0,0,4.0,10,No,108.98,18.0
13725,Google Adsense Arbitrage With native Ads - 2021 (Working),4.5,5,0.5,552,Marketing,Advertising,AdSense,Angshuman Dutta,English,False,0,0,0,1.5,0,No,68.98,18.0
13726,The Drama Sessions,5.0,5,0.5,1,Personal Development,Creativity,Acting,Drama Sessions,English,False,0,0,0,3.0,13,No,29.98,18.0
13727,Day Trading & Technical Analysis  for  complete Beginners .,0.0,0,0.0,0,Finance & Accounting,Investing & Trading,Financial Trading,Derby Matoma,English,False,0,0,0,1.0,0,No,29.98,18.0
13728,The DIY PR & Publicity Bootcamp,4.4,5,0.5,3,Marketing,Public Relations,Unknown,Haylie Marchant,English,False,0,0,0,1.5,14,No,59.98,18.0
13729,Excel at Teaching English: Be a Better ESL Teacher,4.7,5,0.5,425,Teaching & Academics,Teacher Training,ESL,Jacqueline Seidel,English,False,0,21,0,3.0,58,No,128.98,18.0
13730,"Online Learning: Pros, Cons and Keys to master it",0.0,0,0.0,0,Teaching & Academics,Online Education,Education,Nour El-Akhdar,English,False,0,8,0,2.0,2,No,68.98,18.0
13731,Information Security Awareness-ISO 27001:2013,4.5,5,0.5,19841,IT & Software,IT Certifications,ISO/IEC 27001,infySEC Global,English,False,0,0,0,1.0,0,Yes,88.98,18.0
13732,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),4.5,5,0.5,3188,Development,Software Engineering,Amazon AWS,Riyaz Sayyad,English,True,0,5,0,25.5,76,Yes,128.98,18.0
13733,Anyone Can Cook - Neapolitan Style Pizza,5.0,5,0.5,1,Lifestyle,Food & Beverage,Cooking,Ratish Mehrotra,English,False,0,12,0,1.0,1,No,29.98,18.0
13734,Professional Accredited EFT Diploma Course - Tapping To Heal,4.7,5,0.5,309,Personal Development,Happiness,EFT (Emotional FreedomTechnique),Dr Karen E Wells,English,False,0,2,0,0.6333333333333333,0,No,104.98,20.0
