,course_name,course_link,course_instr,course_rating,coures_reviews,course_totalHourse,course_lectures,course_level,price,price_dis,course_enrollmenters
154,3 Hour FAA Part 107 Knowledge Test Prep for Drone Pilots,https://www.udemy.com/course/3-hour-faa-107-knowledge-test-prep-for-remote-pilots/,Britton Spader,4.7,348,3.0,27,All Levels,19.99,11.99,967
155,Digital Electronics & Logic Design,https://www.udemy.com/course/digital-electronics-logic-design/,10X Training Technologies,4.6,348,6.0,75,All Levels,49.99,12.99,1286
156,FRM Part 1 (2020) - Book 1 - Foundations of Risk Management,https://www.udemy.com/course/frm-part-1-book-1-foundations-of-risk-management/,Analyst Prep,4.3,347,6.5,11,All Levels,34.99,11.99,4768
157,Master the FTCE Reading K-12,https://www.udemy.com/course/master-the-ftce-reading-k-12/,Elaine Chandler,4.6,346,5.5,45,All Levels,49.99,11.99,1329
158,Autonomous Robots: Kalman Filter,https://www.udemy.com/course/autonomous-robots-kalman-filter/,"Daniel Stang, MSc",4.4,346,2.0,17,All Levels,129.99,11.99,5100
159,Learn Hebrew for Beginners: The Ultimate 98-Lesson Course,https://www.udemy.com/course/learn-hebrew-for-beginners/,Innovative Language,4.4,346,6.0,98,Beginner,24.99,11.99,2357
160,Engineering Mechanics: Statics,https://www.udemy.com/course/engineering-mechanics-statics/,"Cherish Qualls, PhD",4.6,346,22.5,116,Beginner,174.99,15.99,2000
161,"Remember the German Articles der, die, das (Mini-Course)",https://www.udemy.com/course/remember-the-german-articles-der-die-das/,Anja Winter,4.8,346,1.0,17,Beginner,49.99,11.99,1719
162,Intermediate English Course: Develop Your Grammar and Skills,https://www.udemy.com/course/intermediate-english/,"Akın Demir, Seçkin Esen, Rebecca Ewang",4.6,349,7.5,77,Intermediate,129.99,11.99,31104
163,Introduction to Linguistics,https://www.udemy.com/course/introduction-to-linguistics/,Trevor Block,4.7,343,5.0,23,Beginner,39.99,12.99,2401
164,Learn Arabic! Start Speaking Arabic Now!,https://www.udemy.com/course/practical-arabic-for-daily-life-communication-level-1/,Nada El Maliki,4.6,342,2.0,30,Beginner,39.99,11.99,3000
165,Instructional Design for Corporate Learning and Development,https://www.udemy.com/course/train_the_trainer/,"Jacqueline Seidel, O'Connell Advanced Training Solutions",4.0,341,3.0,41,Intermediate,99.99,11.99,3017
166,LX Design 101: Teach Anything in the Workplace!,https://www.udemy.com/course/lx-design/,Marcela Pineros,4.3,340,32.0,20,All Levels,34.99,11.99,1636
167,English Grammar,https://www.udemy.com/course/english-within-10-minutes/,Bugra & Şebnem Ayan,4.4,339,5.0,30,All Levels,129.99,11.99,27390
168,Public Speaking for Kids (& Parents) Kids Can Speak!,https://www.udemy.com/course/public-speaking-for-kids/,TJ Walker,3.8,340,1.0,42,All Levels,129.99,11.99,20900
169,Creative Writing: how to write a novel. The full course.,https://www.udemy.com/course/creative-writing-full-course-about-fiction-writing/,Luca Panzarella,4.6,338,7.0,61,All Levels,99.99,11.99,2514
170,Full English Course: Advanced Level,https://www.udemy.com/course/complete-english-advanced-level/,Kate Ochsner,4.4,340,3.0,81,Expert,49.99,11.99,5268
171,"Coding for kids: Scratch, Python, Html, Css, Math, Robotics",https://www.udemy.com/course/robotics-programming-stem-course-for-kids/,Robolabz STEM School,4.5,336,16.0,202,Beginner,29.99,11.99,2409
172,"Learn Tamil Through English|Read, Write, Speak |130 lectures",https://www.udemy.com/course/learning-tamil-basics-read-write-speak-through-english/,Lakshmi Gurusamy,4.2,337,14.0,130,Beginner,54.99,14.99,1900
173,Introduction to Early Childhood Montessori Education,https://www.udemy.com/course/earlychildhoodmontessori/,"Patricia M. Hart, Ph.D.",4.4,334,1.0,12,All Levels,0.0,19.99,645
174,Implementing Positive Behaviour Management in the Classroom,https://www.udemy.com/course/behaviour-management/,Thomas Rogers,4.0,331,1.5,17,All Levels,19.99,11.99,1319
175,Phrasal Verbs and Idioms for Intermediate Level English,https://www.udemy.com/course/speak-better-english/,Henry Cassidy ✅,4.4,331,2.0,20,Intermediate,54.99,11.99,13215
176,Spanish for beginners: fast learning course.,https://www.udemy.com/course/easy-spanish-from-madrid/,Juan García,4.4,330,2.5,56,Beginner,79.99,11.99,19859
177,Thermodynamics for Engineering Students,https://www.udemy.com/course/thermodynamics-for-engineering-students/,"Cherish Qualls, PhD",4.7,329,19.5,93,Beginner,149.99,13.99,2200
178,Ultimate Electrical Design Engineering Course Bundle,https://www.udemy.com/course/apartment-electrical-design-drawing-using-autocad-and-dialux/,Ahmed Mahdy / Khadija Academy,4.1,328,12.5,71,All Levels,129.99,11.99,1681
179,Themes in the Gospel of John,https://www.udemy.com/course/themes-in-the-gospel-of-john/,"N.T. Wright, David P. Seemuth, Jennifer Loop",4.4,328,6.5,71,All Levels,0.0,69.99,1403
180,IELTS Band 7+ Preparation Reading Course,https://www.udemy.com/course/ielts-band-7-preparation-reading-course/,"Keino Campbell, Esq.",4.7,328,9.5,53,All Levels,59.99,11.99,1258
181,System Dynamics and Controls,https://www.udemy.com/course/system-dynamics-and-controls/,"Cherish Qualls, PhD",4.5,328,18.5,112,All Levels,149.99,13.99,2196
182,Software Testing Training : Beginners to Professionals,https://www.udemy.com/course/software-testing-job-interview-guaranteed-success/,ISTQB Foundation level,3.9,327,15.5,228,Beginner,129.99,11.99,1254
183,HVAC Fundamentals and BMS Controls,https://www.udemy.com/course/hvac-fundamentals/,Mike Lo,4.4,330,5.0,29,All Levels,159.99,14.99,1538
184,Camtasia Mastery 8 - Creating Killer Videos w/ Camtasia 8,https://www.udemy.com/course/camtasia-mastery/,Ron Hogue,4.5,326,7.0,215,All Levels,0.0,189.99,0
185,Learn Maltese in Maltese: speak and write Malta's language,https://www.udemy.com/course/maltese-from-0-start-to-speak-read-and-understand-maltese/,Alain de Raymond,4.3,325,2.5,40,Beginner,24.99,11.99,1587
186,Economics : Behavior of Buyers and Sellers & Product Pricing,https://www.udemy.com/course/economics-behavior-of-buyers-and-sellers/,Shubham Kalra,4.5,325,2.0,41,Beginner,49.99,11.99,7086
187,English vocabulary: Learn more than 200 words for beginners,https://www.udemy.com/course/english-vocabulary-learn-more-than-200-words-for-beginners/,Noha Talat Ahmed Esmail,3.7,324,1.5,21,Beginner,49.99,11.99,31173
188,Superior English Speaking: Master Skills with OPIc,https://www.udemy.com/course/speaking-masterclass/,Wayne Finley,4.6,324,5.5,77,Intermediate,0.0,0.0,28280
189,An Intro to Learning French Through Stories & Conversation,https://www.udemy.com/course/an-intro-to-learning-french-through-stories-conversation/,Bryan Whitney,3.7,323,5.0,42,Beginner,0.0,0.0,7874
190,College Level Advanced Linear Algebra! Theory & Programming!,https://www.udemy.com/course/college-level-linear-algebra-theory-and-practice/,"Ahmed Fathy, MSc",4.6,323,35.0,296,All Levels,0.0,0.0,5230
191,Economics: Mastering Microeconomics 101,https://www.udemy.com/course/mastering-foundations-in-microeconomics/,Jef Jacobs,4.2,322,9.0,75,All Levels,0.0,0.0,1924
192,Chemistry 101 - Part 1 Principles of Chemistry,https://www.udemy.com/course/chemistry-101-part-1-principles-of-chemistry/,Graham Bray,4.5,321,2.0,7,Beginner,0.0,0.0,2185
193,Udemy Mastery: How to create 1 course per day! (Unofficial),https://www.udemy.com/course/udemy-mastery-how-to-create-1-course-per-day-unofficial/,Business Hero,4.9,319,3.0,30,All Levels,0.0,0.0,2831
194,Fundamentals of Automobile Engineering,https://www.udemy.com/course/automobile-engineering-from-zero-to-100-for-everyone/,Arjit Raj,4.3,318,3.0,44,All Levels,0.0,0.0,2272
195,Basic English Writing,https://www.udemy.com/course/basic-english-writing/,"Ronald Johnson (B.A.) Professional Tutor, Online Instructor",4.5,317,3.0,20,Intermediate,0.0,0.0,1130
196,Learn to Speak Vietnamese Like a Native,https://www.udemy.com/course/learn-to-speak-vietnamese-like-a-native/,Greg Vanderford,4.7,317,3.0,19,Beginner,0.0,0.0,2514
197,Systems Thinking Made Simple,https://www.udemy.com/course/systems-made-simple/,Systems Innovation,4.0,317,2.0,24,All Levels,0.0,0.0,1324
198,3 Minute Portuguese - Course 2 | Lessons for beginners,https://www.udemy.com/course/3-minute-portuguese-course-2/,Kieran Ball,4.8,315,4.5,85,Beginner,0.0,0.0,2334
199,Online Course Creation (No. 1) - The 1-Week Plan,https://www.udemy.com/course/online-course-creation/,Cha~zay Sandhriel Ph.D.,4.6,316,3.0,40,Beginner,0.0,0.0,1573
200,Greek for Beginners. The complete Method. Level 1 Part 1,https://www.udemy.com/course/greek-language-part-1/,Irene Karageorgos,4.6,314,2.0,71,Beginner,0.0,0.0,2717
201,Beginner Spanish: Practical Tools for Everyday Interactions,https://www.udemy.com/course/beginner-spanish-101/,"Marissa Ito, Rob Merrill",4.5,312,5.5,81,Beginner,0.0,0.0,2887
202,Simply Jesus: Small Group Edition,https://www.udemy.com/course/simply-jesus-small-group-edition/,"N.T. Wright, David P. Seemuth, Jennifer Loop",4.8,312,5.0,50,Beginner,0.0,0.0,4960
203,Ultimate Electric Circuits Bundle for Electrical Engineering,https://www.udemy.com/course/dc-electric-circuits/,Ahmed Mahdy / Khadija Academy,4.2,312,10.5,136,All Levels,0.0,0.0,2389
204,English Speaking Complete: English Language Mastery,https://www.udemy.com/course/english-speaking-complete/,David Morris,4.5,291,44.5,235,All Levels,129.99,11.99,5553
205,GMAT 47 Hours Math Prep | GMAT 760 Instructor,https://www.udemy.com/course/master-math-series-numbers-gmat-cat-gre/,Jackson Kailath,4.6,290,47.5,605,All Levels,79.99,11.99,2184
206,Psychodynamic Psychotherapy: Advanced Level -ACCREDITED CERT,https://www.udemy.com/course/psychodynamic-therapy/,Elmira Strange,4.4,290,5.5,40,All Levels,129.99,11.99,1427
207,FRM Part 1 2021,https://www.udemy.com/course/frm-part-1/,Micky Midha,4.5,289,190.0,110,All Levels,0.0,199.99,1069
208,"Ace Your 103, Basic Coastal Cruising Written Sailing Exam",https://www.udemy.com/course/ace-your-103-basic-coastal-cruising-written-sailing-exam/,Howard Edson Sr.,4.7,289,3.5,15,Intermediate,29.99,11.99,1203
209,INTUITION MATTERS! - Applied Calculus for Engineers-Complete,https://www.udemy.com/course/intuition-matters-applied-calculus-for-engineers-complete/,Mark Misin,4.5,289,35.5,225,All Levels,159.99,14.99,2643
210,Let's Learn Hindi through English,https://www.udemy.com/course/lets-learn-hindi-through-english/,Jyoti Pandey,4.0,288,7.5,52,Beginner,29.99,11.99,2700
211,Occupational Therapy Introduction - ACCREDITED CERTIFICATE,https://www.udemy.com/course/occupational-therapy-introduction-certificate/,Elmira Strange,4.4,287,2.5,23,Beginner,109.99,11.99,1128
212,Instructional Design Pro (Part 2): No Beginners Allowed!,https://www.udemy.com/course/curriculum-teaching-design/,Jason Teteak,4.4,288,7.0,31,All Levels,129.99,11.99,3334
213,Introduction to Psychotherapy - ACCREDITED CERTIFICATE,https://www.udemy.com/course/intro-psychotherapy/,Elmira Strange,4.5,287,2.5,22,Beginner,109.99,11.99,1139
214,Captivate Your Audience With Transformational Storytelling,https://www.udemy.com/course/captivate-your-audience-with-unforgettable-storytelling/,Kain Ramsay,4.2,287,6.0,45,Beginner,129.99,11.99,0
215,IELTS: Vocabulary Strategies for IELTS,https://www.udemy.com/course/ielts-vocabulary-strategies-for-ielts/,Prepare for IELTS,4.6,286,8.5,39,Intermediate,19.99,11.99,1780
216,Satellite Remote Sensing Data Bootcamp With Opensource Tools,https://www.udemy.com/course/satellite-remote-sensing-data-bootcamp-with-opensource-tools/,Minerva Singh,4.3,285,4.0,50,All Levels,129.99,11.99,1969
217,Introduction to Medical Imaging,https://www.udemy.com/course/intro-to-medical-imaging/,"Muyinatu Bell, PhD",4.1,284,4.0,26,All Levels,49.99,11.99,1128
218,Business Skills: Easy English Meetings (Meetings in English),https://www.udemy.com/course/meetings/,ELT Online,4.3,284,3.0,39,Expert,74.99,11.99,4193
219,ACLS & PALS,https://www.udemy.com/course/acls-pals/,Save a Life Certifications by NHCPS,4.7,275,4.5,193,Expert,19.99,11.99,0
220,Introduction to Stata - Hands on!,https://www.udemy.com/course/introduction-to-stata/,Lucas Reis,4.3,275,3.0,31,Beginner,19.99,11.99,995
221,Aquaponics Farming & Gardening + Design Case Study,https://www.udemy.com/course/uap_learn-aquaponics-farming-gardening-design-case-study/,Ahmed Aibak,4.1,274,2.0,47,All Levels,24.99,11.99,1433
222,Clinical Research for beginners,https://www.udemy.com/course/clinical-research-methodology/,Dr Sabyasachi Sengupta,3.4,274,4.5,31,All Levels,139.99,12.99,1242
223,Learn Dutch... in Dutch 1: the Dutch language for beginners,https://www.udemy.com/course/flemish-dutch-from-0-start-to-understand-speak-and-write/,Alain de Raymond,4.7,273,2.0,40,Beginner,29.99,11.99,3480
224,Complete Punctuation: Novice To Pro,https://www.udemy.com/course/punctuation-novice-to-pro/,Clare Lynch,4.6,273,3.5,67,All Levels,129.99,11.99,1396
225,United States History - Prehistory to Reconstruction,https://www.udemy.com/course/ushistory/,James Fester,4.0,272,11.0,43,All Levels,19.99,12.99,1278
226,Learn Spanish Fast,https://www.udemy.com/course/basic-spanish/,Joshua Sanderson,4.1,272,4.0,40,Beginner,19.99,11.99,4387
227,Be A Pro : Industrial Panel Design Complete Guide With CATIA,https://www.udemy.com/course/be-a-pro-industrial-panel-design-complete-guide-with-catia/,"Omkar Chavan, Shreyas Shivajirao Thombare",2.9,271,2.0,22,Intermediate,129.99,11.99,15616
228,Interplanetary Spacecraft and Satellite Engineering,https://www.udemy.com/course/interplanetary-spacecraft-and-satellite-engineering/,Lluís Foreman,4.1,271,3.5,21,All Levels,99.99,11.99,1005
229,Data Visualization with MATLAB - Projects and Examples,https://www.udemy.com/course/data-visualization-matlab/,"Tod Vachev, Hristo Zhivomirov",4.4,270,5.5,60,Intermediate,129.99,11.99,3160
230,360 useful English phrases for business meetings,https://www.udemy.com/course/360-english-phrases-for-meetings/,9 to 12,4.4,270,3.0,58,Intermediate,19.99,11.99,2847
231,Full English Course: Intermediate Level,https://www.udemy.com/course/complete-english-intermediate-level/,Kate Ochsner,4.0,270,3.0,72,Intermediate,49.99,11.99,3501
232,Product Development & Systems Engineering,https://www.udemy.com/course/learnse_product_development_systems_engineering/,Christopher Olson,4.6,271,25.5,105,All Levels,129.99,11.99,1783
233,Write Stories With a Twist,https://www.udemy.com/course/write-stories-with-a-twist/,Jane Bettany,4.8,270,2.0,33,Intermediate,94.99,11.99,2963
234,Learn Psychology: How Your Mind Works in Six Lectures,https://www.udemy.com/course/learn-psychology/,"André Klapper, PhD",4.2,269,1.0,9,Beginner,99.99,11.99,3224
235,GRE 43 Hours Math Prep | Target GRE 330+,https://www.udemy.com/course/master-gre-math/,Jackson Kailath,4.6,247,43.0,596,All Levels,0.0,0.0,1530
236,How to analyze Qualitative data,https://www.udemy.com/course/how-to-analyse-qualitative-data/,Dr Jaroslaw Kriukow,4.6,246,3.5,30,Beginner,0.0,0.0,904
237,Spanish for Beginners: Spanish Crash Course (Conversational),https://www.udemy.com/course/spanish-for-beginners-udemy/,Mauricio Rubio - Agile Guru & Founder of AgileKB | AgileLee & Ureducation,4.2,246,1.0,11,Beginner,0.0,0.0,4140
238,TEFL Essentials: Grammar for English Language Teachers,https://www.udemy.com/course/tefl-essentials-grammar-for-english-language-teachers/,Fiona Loves English,4.4,247,1.0,14,All Levels,0.0,0.0,2500
239,Preparation for CELTA Teacher Training,https://www.udemy.com/course/celta-preparation/,Keehwan Kim,4.8,246,3.5,32,Beginner,0.0,0.0,980
240,Brazilian Portuguese Language Course #1-for Beginners,https://www.udemy.com/course/brazilianportuguesemodule1/,Luciana Ribas,4.5,247,3.5,94,Beginner,0.0,0.0,1555
241,Industrial Pneumatics - Basics (best online course),https://www.udemy.com/course/industrial-pneumatics-basics/,Catalin Suceveanu,4.5,245,2.0,30,All Levels,0.0,0.0,896
242,Dosage Calculations Mastery for Nursing & Pharmacy Students,https://www.udemy.com/course/medical-math-pharmacy-math-mastery/,"Lorraine Lohner, MBA, BS Pharm",4.7,245,5.0,39,Intermediate,0.0,0.0,1448
243,Thai Language For Beginners,https://www.udemy.com/course/thai-language-for-beginners/,Sunny Suphot,4.6,244,2.0,22,Beginner,0.0,0.0,1869
244,German Language Course - Authentic Dialects and Accents,https://www.udemy.com/course/tikker-lingua-discover-german-dialects/,Michael Ferdinand Schnitzer-Trpin,3.4,245,35.0,9,Intermediate,0.0,0.0,31279
245,Speak Medical Spanish to Your Patients and Clients,https://www.udemy.com/course/medical-spanish/,Stephanie Langston,4.4,243,2.5,25,All Levels,0.0,0.0,858
246,Handwriting Improvement For Kids,https://www.udemy.com/course/handwriting-improvement-for-kids/,Monica Fortunato OTR/L,4.3,242,3.0,50,All Levels,0.0,0.0,1512
247,Learn Russian for Beginners: The Ultimate 100-Lesson Course,https://www.udemy.com/course/learn-russian-for-beginners/,Innovative Language,4.5,242,6.5,100,Beginner,0.0,0.0,1890
248,Structural equation modeling (SEM) with lavaan,https://www.udemy.com/course/structural-equation-modeling-sem-with-lavaan/,"Geoffrey Hubona, Ph.D.",4.3,241,11.5,73,All Levels,0.0,0.0,2134
249,12 (All) English tenses with examples,https://www.udemy.com/course/12-all-english-tenses-in-12-days/,Joel South,4.4,241,1.0,50,All Levels,0.0,0.0,5556
250,Improve Your American Accent - The K Method Accent Reduction,https://www.udemy.com/course/improve-your-american-accent-the-k-method-accent-reduction/,Andy Krieger,4.2,241,1.5,13,All Levels,0.0,0.0,12494
251,"PCA & multivariate signal processing, applied to neural data",https://www.udemy.com/course/dimension-reduction-and-source-separation-in-neuroscience/,Mike X Cohen,4.7,224,10.0,80,Intermediate,19.99,11.99,2372
